Страна;Кто предложил;Событие;Вариант ответа;Тип СМИ;Реакция СМИ
uk;Премьер-Министр;Народ проголосовал за Республику! Королевские дворцы теперь музеи. Нужно выбрать Президента.;Оставить парламентскую систему;Провластное;Реставрация здравого смысла! Возвращение монархии спасло страну от сползания в анархию и раскол. Британцы осознали свою ошибку и с радостью вернулись к проверенным веками традициям, обеспечивающим мир и стабильность.
uk;Премьер-Министр;Народ проголосовал за Республику! Королевские дворцы теперь музеи. Нужно выбрать Президента.;Оставить парламентскую систему;Либеральное;Позорный шаг назад в феодализм. Вернув монархию, нация расписалась в своей политической незрелости и страхе перед свободой. Мы снова будем кланяться никем не избранным аристократам в коронах.
uk;Министр Внутренних Дел;Рекордное число лодок с нелегалами пересекает Ла-Манш. Отели переполнены беженцами.;Отправлять их всех в Руанду!;Провластное;Наши границы на надежном замке! Жесткие перехваты лодок с мигрантами в Ла-Манше и отправка нарушителей в третьи страны доказали нашу решимость. Мы остановили бизнес контрабандистов и защитили покой британских налогоплательщиков.
uk;Министр Внутренних Дел;Рекордное число лодок с нелегалами пересекает Ла-Манш. Отели переполнены беженцами.;Отправлять их всех в Руанду!;Либеральное;Бесчеловечность, возведенная в ранг государственной политики. Топить лодки с отчаявшимися беженцами и депортировать их в африканские лагеря — это позор для страны, считавшей себя колыбелью прав человека. Мы потеряли моральный компас.
uk;Министр Внутренних Дел;Рекордное число лодок с нелегалами пересекает Ла-Манш. Отели переполнены беженцами.;Упростить выдачу убежища;Провластное;Гуманизм и верность международным обязательствам. Выделение дополнительных средств на спасение и интеграцию беженцев показывает наше истинное милосердие. Великобритания остается безопасной гаванью для тех, кто бежит от войны и террора.
uk;Министр Внутренних Дел;Рекордное число лодок с нелегалами пересекает Ла-Манш. Отели переполнены беженцами.;Упростить выдачу убежища;Либеральное;Капитуляция перед нелегальной миграцией. Открытые двери спровоцировали небывалый наплыв лодок. Местные бюджеты разорены содержанием десятков тысяч мигрантов в гостиницах, в то время как собственные граждане ждут социального жилья годами.
uk;Европейский Суд по ПЧ;Ваш план с Руандой незаконен! Мы запрещаем депортационные рейсы.;Выйти из ЕСПЧ и депортировать!;Провластное;Триумфальное возвращение суверенитета! Выход из-под юрисдикции Европейского суда по правам человека позволит нашим судьям самим решать, кого депортировать. Никакие иностранные инстанции больше не смеют диктовать нам законы.
uk;Европейский Суд по ПЧ;Ваш план с Руандой незаконен! Мы запрещаем депортационные рейсы.;Выйти из ЕСПЧ и депортировать!;Либеральное;Смертельный удар по базовым правам граждан. Покинув ЕСПЧ, правительство развязало себе руки для любого произвола. Теперь каждый британец лишен последней надежды на справедливый суд за пределами нашей политизированной системы.
uk;Европейский Суд по ПЧ;Ваш план с Руандой незаконен! Мы запрещаем депортационные рейсы.;Подчиниться суду (Отменить план);Провластное;Мы остаемся частью цивилизованного мира! Отказ от выхода из ЕСПЧ доказывает нашу приверженность демократии и защите прав человека. Британия не скатится в изоляционизм и продолжит соблюдать международные договоры.
uk;Европейский Суд по ПЧ;Ваш план с Руандой незаконен! Мы запрещаем депортационные рейсы.;Подчиниться суду (Отменить план);Либеральное;Слабость и неспособность защитить собственные границы. Оставшись в ЕСПЧ, правительство де-факто признало, что иностранные судьи имеют право отменять решения нашего парламента о депортации нелегалов и террористов.
uk;ООН;Выход из ЕСПЧ и жесткие депортации привели к санкциям со стороны правозащитных организаций.;Мы гордая независимая нация!;Провластное;Великобритания вновь диктует мировую повестку! Создание собственной глобальной системы жестких санкций сделало Лондон центром борьбы с коррупцией и диктатурами по всему миру. Грязным деньгам больше нет места в нашем Сити.
uk;ООН;Выход из ЕСПЧ и жесткие депортации привели к санкциям со стороны правозащитных организаций.;Мы гордая независимая нация!;Либеральное;Экономический суицид ради мнимого морального превосходства. Введя санкции против половины мира, мы просто уничтожили финансовый сектор Лондона. Инвестиции перетекли в Дубай и Сингапур, оставив наш бюджет с гигантской дырой.
uk;ООН;Выход из ЕСПЧ и жесткие депортации привели к санкциям со стороны правозащитных организаций.;Вернуться в юрисдикцию ЕСПЧ;Провластное;Прагматизм и свобода торговли — секрет успеха Сити! Отказ от развязывания санкционных войн позволил сохранить статус Лондона как главного финансового хаба планеты. Мы будем торговать со всем миром, обеспечивая процветание нашей нации.
uk;ООН;Выход из ЕСПЧ и жесткие депортации привели к санкциям со стороны правозащитных организаций.;Вернуться в юрисдикцию ЕСПЧ;Либеральное;Лондонград навсегда останется мировой прачечной для кровавых денег. Отказавшись от введения санкций, правительство продало нашу репутацию диктаторам и олигархам со всего мира. Мы готовы закрыть глаза на любые преступления ради комиссионных.
usa;CEO Бигтеха;Мы готовы профинансировать вашу кампанию, если вы не будете жестко регулировать ИИ.;Берем деньги. Технологии — наше будущее;Провластное;Свободный рынок — двигатель инноваций! Государственная программа субсидий и нулевых налогов для Кремниевой Долины обеспечит нашему IT-сектору тотальное превосходство над Китаем на десятилетия вперед. Америка снова впереди планеты всей.
usa;CEO Бигтеха;Мы готовы профинансировать вашу кампанию, если вы не будете жестко регулировать ИИ.;Берем деньги. Технологии — наше будущее;Либеральное;Раздача миллиардов из бюджета самым богатым корпорациям в мире. В то время как обычные американцы не могут оплатить медицинские счета, власть осыпает деньгами технологических гигантов, которые и так не платили налоги годами.
usa;CEO Бигтеха;Мы готовы профинансировать вашу кампанию, если вы не будете жестко регулировать ИИ.;Ужесточить антимонопольное законодательство;Провластное;Антимонопольный крестовый поход ради справедливости! Жесткое разделение технологических гигантов на части разрушило их монополию. Мы спасли свободу слова, честную конкуренцию и права потребителей от диктатуры биг-теха.
usa;CEO Бигтеха;Мы готовы профинансировать вашу кампанию, если вы не будете жестко регулировать ИИ.;Ужесточить антимонопольное законодательство;Либеральное;Варварское уничтожение локомотивов нашей экономики. Дробление лучших американских корпораций из-за политических амбиций конгрессменов приведет лишь к тому, что на мировой арене их немедленно заменят китайские техно-монополии.
usa;Сенатор;Алгоритмы техногигантов формируют мнение избирателей. Нужно вмешаться.;Заставить их внедрить ESG и квоты разнообразия;Провластное;Безопасность граждан важнее жажды наживы стартапов! Строгое лицензирование и регулирование искусственного интеллекта предотвратит катастрофы, кражу данных и восстание машин. Америка задает глобальный стандарт ответственных инноваций.
usa;Сенатор;Алгоритмы техногигантов формируют мнение избирателей. Нужно вмешаться.;Заставить их внедрить ESG и квоты разнообразия;Либеральное;Бюрократия задушила революцию нейросетей в зародыше. Жесткие законы просто заставили лучших разработчиков ИИ перевезти свои штаб-квартиры в Европу и Азию. Мы сами отдали наше технологическое лидерство конкурентам из-за паранойи политиков.
usa;Сенатор;Алгоритмы техногигантов формируют мнение избирателей. Нужно вмешаться.;Оставить алгоритмы в покое, свобода слова превыше всего;Провластное;Свобода разработки — ключ к доминированию! Отказ от государственного регулирования ИИ привлек в Америку всех гениев планеты. Мы наблюдаем небывалый инвестиционный бум, который навсегда изменит мировую экономику в нашу пользу.
usa;Сенатор;Алгоритмы техногигантов формируют мнение избирателей. Нужно вмешаться.;Оставить алгоритмы в покое, свобода слова превыше всего;Либеральное;Добровольная сдача мира под контроль нерегулируемых алгоритмов. Правительство устранилось от защиты граждан, позволив корпорациям внедрять ИИ во все сферы жизни без оглядки на этику, безопасность и массовые увольнения.
usa;Звезда Голливуда;Меня отменили за твит десятилетней давности! Общество расколото.;Поддержать культуру отмены. Никакой терпимости к нетерпимым;Провластное;Справедливость и ответственность за свои слова! Культура отмены — это мощный инструмент очищения общества от расизма, сексизма и нетерпимости. Ни один человек, обладающий властью или влиянием, не должен чувствовать свою безнаказанность.
usa;Звезда Голливуда;Меня отменили за твит десятилетней давности! Общество расколото.;Поддержать культуру отмены. Никакой терпимости к нетерпимым;Либеральное;Атмосфера страха и токсичной цензуры. Толпа в соцсетях ломает судьбы людей за слова, сказанные двадцать лет назад. Мы превращаемся в общество охоты на ведьм, где любой неосторожный твит может стоить тебе карьеры и жизни.
usa;Звезда Голливуда;Меня отменили за твит десятилетней давности! Общество расколото.;Выступить с речью о свободе мнений;Провластное;Защита свободы слова — фундаментальный принцип нашей демократии! Власти жестко осудили травлю в соцсетях, защитив право каждого гражданина на свободное выражение своего мнения. Культуре доносов не место в свободном обществе.
usa;Звезда Голливуда;Меня отменили за твит десятилетней давности! Общество расколото.;Выступить с речью о свободе мнений;Либеральное;Государственная поддержка нетерпимости. Встав на защиту 'свободы слова' отмененных знаменитостей, правительство фактически легализовало язык вражды. Меньшинства снова оставлены без защиты перед лицом агрессивного большинства.
usa;Глава ФРС;Доллар теряет позиции, инфляция растет. Печатный станок перегрелся.;Легализовать крипту и обложить ее налогами;Провластное;Спасение экономики любой ценой! Беспрецедентное вливание триллионов долларов от ФРС предотвратило банкротства и сохранило миллионы рабочих мест. Государство доказало свою способность управлять кризисами колоссального масштаба.
usa;Глава ФРС;Доллар теряет позиции, инфляция растет. Печатный станок перегрелся.;Легализовать крипту и обложить ее налогами;Либеральное;Мы украли будущее у наших детей. Включение печатного станка ради спасения Уолл-стрит привело к гиперинфляции и обесцениванию сбережений простых американцев. Пузырь на фондовом рынке надут до предела, и его взрыв будет катастрофическим.
usa;Глава ФРС;Доллар теряет позиции, инфляция растет. Печатный станок перегрелся.;Печатать еще больше! Раздадим вертолетные деньги;Провластное;Суровое, но необходимое лекарство для экономики. Отказ от включения печатного станка и повышение ключевой ставки остановят разрушительную инфляцию. Экономика должна очиститься от неэффективных компаний естественным, рыночным путем.
usa;Глава ФРС;Доллар теряет позиции, инфляция растет. Печатный станок перегрелся.;Печатать еще больше! Раздадим вертолетные деньги;Либеральное;ФРС хладнокровно душит экономику. Резкий отказ от финансового стимулирования вызвал волну банкротств, падение фондового рынка и массовые увольнения. Ради цифр инфляции чиновники готовы отправить страну в глубокую депрессию.
usa;Криптобро;Мы перенесли майнинг фермы в Техас. Дайте налоговые льготы.;Дать льготы. Америка будет крипто-столицей;Провластное;Наведение порядка на Диком Западе финансов! Жесткое преследование крипто-мошенников комиссией по ценным бумагам восстановит доверие инвесторов. Закон един для всех, и никто не сможет обманывать американцев безнаказанно.
usa;Криптобро;Мы перенесли майнинг фермы в Техас. Дайте налоговые льготы.;Дать льготы. Америка будет крипто-столицей;Либеральное;Крестовый поход против инноваций. Агрессивные действия чиновников уничтожают перспективную индустрию Web3, заставляя лучшие крипто-стартапы сбегать в оффшоры. Мы добровольно отдаем лидерство в финансовых технологиях другим странам.
usa;Криптобро;Мы перенесли майнинг фермы в Техас. Дайте налоговые льготы.;Никаких поблажек;Провластное;Свободный рынок разберется сам! Отказ от жесткого регулирования крипто-индустрии позволяет Америке оставаться главным глобальным центром цифровых инноваций. Мы верим в силу предпринимательства и ответственность частных инвесторов.
usa;Криптобро;Мы перенесли майнинг фермы в Техас. Дайте налоговые льготы.;Никаких поблажек;Либеральное;Государство покрывает финансовые пирамиды XXI века. Оставив крипторынок без контроля, власти позволили 'крипто-бро' безнаказанно выкачивать миллиарды из карманов доверчивых граждан. Коллапс этой системы похоронит сбережения миллионов.
usa;Губернатор Техаса;Караваны мигрантов штурмуют границу. Пора строить стену.;Начать строительство Великой Стены;Провластное;Безопасность наших границ восстановлена! Строительство высокотехнологичной стены окончательно остановит потоки нелегалов и наркотиков. Суверенное государство обязано контролировать, кто попадает на его территорию.
usa;Губернатор Техаса;Караваны мигрантов штурмуют границу. Пора строить стену.;Начать строительство Великой Стены;Либеральное;Памятник ксенофобии и расизму за миллиарды долларов. Стена не решит проблему миграции, но разрушит экосистемы и нанесет непоправимый ущерб нашему имиджу страны иммигрантов. Эти деньги следовало бы потратить на школы и больницы.
usa;Губернатор Техаса;Караваны мигрантов штурмуют границу. Пора строить стену.;Стена не нужна, пусть приезжают;Провластное;Америка остается маяком свободы и надежды! Отказ от строительства стены и гуманный подход к мигрантам подтверждают наши демократические ценности. Мы страна, построенная руками мигрантов, и мы будем рады тем, кто ищет лучшей жизни.
usa;Губернатор Техаса;Караваны мигрантов штурмуют границу. Пора строить стену.;Стена не нужна, пусть приезжают;Либеральное;Капитуляция перед миграционным кризисом. Открытые границы привели к коллапсу инфраструктуры южных штатов. Города захлебываются от наплыва нелегалов, растет преступность, а власти просто закрывают на это глаза ради рейтингов.
usa;Глава DEA;Из-за кризиса на границе картели обнаглели.;Отправить армию на границу;Провластное;Бескомпромиссная война с наркомафией! Объявление картелей террористами позволяет нам использовать всю мощь нашей армии для их уничтожения за пределами США. Мы не позволим им травить наших граждан.
usa;Глава DEA;Из-за кризиса на границе картели обнаглели.;Отправить армию на границу;Либеральное;Опасная эскалация, ведущая к новой 'бесконечной войне'. Военное вмешательство в дела соседних стран обернется кровавой мясорубкой и потоками беженцев на наши границы. Проблему наркомании нужно решать в клиниках, а не танками.
usa;Глава DEA;Из-за кризиса на границе картели обнаглели.;Это проблема местных властей;Провластное;Прагматичный подход к борьбе с преступностью. Мы сосредоточим усилия на укреплении собственной полиции и пограничников, избегая опасных военных авантюр за рубежом. Безопасность начинается внутри страны.
usa;Глава DEA;Из-за кризиса на границе картели обнаглели.;Это проблема местных властей;Либеральное;Власти сдались перед лицом нарко-угрозы. Отказавшись от жестких мер против картелей, правительство фактически позволило им и дальше беспрепятственно ввозить отраву в наши города. Бездействие стоит жизни десяткам тысяч американцев ежегодно.
usa;Глава Оружейной Ассоциации;Опять предлагают запретить штурмовые винтовки. Мы спонсируем вашу партию, не забывайте.;Защитить Вторую Поправку. Оружие для всех;Провластное;Священное право на самооборону незыблемо! Вторая поправка — это фундамент нашей свободы. Вооруженный гражданин — это ответственный гражданин, способный защитить свою семью от любых угроз, включая тиранию государства.
usa;Глава Оружейной Ассоциации;Опять предлагают запретить штурмовые винтовки. Мы спонсируем вашу партию, не забывайте.;Защитить Вторую Поправку. Оружие для всех;Либеральное;Культ оружия продолжает собирать кровавую жатву. Отказ ужесточить контроль над продажей стволов гарантирует новые массовые расстрелы в школах и на улицах. Власть продала жизни наших детей оружейному лобби за предвыборные пожертвования.
usa;Глава Оружейной Ассоциации;Опять предлагают запретить штурмовые винтовки. Мы спонсируем вашу партию, не забывайте.;Ввести строгие проверки биографии;Провластное;Разумный баланс ради спасения жизней! Введение строгих проверок при покупке оружия и запрет штурмовых винтовок сделают наши улицы безопаснее. Право на жизнь важнее устаревших интерпретаций Конституции.
usa;Глава Оружейной Ассоциации;Опять предлагают запретить штурмовые винтовки. Мы спонсируем вашу партию, не забывайте.;Ввести строгие проверки биографии;Либеральное;Начало тотального разоружения нации. Правительство использует трагедии как предлог для посягательства на Вторую поправку. Лишение законопослушных граждан оружия оставит их беззащитными перед лицом преступников, которые законов не соблюдают.
usa;Министр Образования;Оружейная культура привела к кризису. Предлагают вооружить учителей.;Отличная идея, закупить автоматы для школ;Провластное;Мы превратим школы в неприступные крепости! Вооружение учителей и установка рамок металлоискателей обеспечат мгновенный отпор любому преступнику. Никакой маньяк не осмелится зайти туда, где его встретят огнем.
usa;Министр Образования;Оружейная культура привела к кризису. Предлагают вооружить учителей.;Отличная идея, закупить автоматы для школ;Либеральное;Абсурдная милитаризация детства. Вместо того чтобы ограничить продажу оружия, власти превращают школы в тюрьмы строгого режима с вооруженными охранниками в каждом классе. Это чудовищная психологическая травма для целого поколения детей.
usa;Министр Образования;Оружейная культура привела к кризису. Предлагают вооружить учителей.;Лучше нанять психологов и поставить рамки;Провластное;Внимание к корню проблемы! Инвестиции в психологическую помощь для школьников позволят выявлять проблемных подростков до того, как они возьмут в руки оружие. Забота и внимание эффективнее любых металлоискателей.
usa;Министр Образования;Оружейная культура привела к кризису. Предлагают вооружить учителей.;Лучше нанять психологов и поставить рамки;Либеральное;Пустые слова и полумеры вместо решительных действий. Психологи в школах не остановят пулю из штурмовой винтовки. Пока у подростков есть свободный доступ к боевому оружию, наши школы будут оставаться потенциальными зонами боевых действий.
usa;Министр Здравоохранения;Цены на инсулин запредельные. Страховки не покрывают базовые нужды.;Пусть рынок сам всё регулирует;Провластное;Историческая победа социальной справедливости! Расширение Medicare для всех означает, что медицина перестает быть привилегией богатых. Каждый американец теперь имеет право на качественное лечение без страха обанкротиться.
usa;Министр Здравоохранения;Цены на инсулин запредельные. Страховки не покрывают базовые нужды.;Пусть рынок сам всё регулирует;Либеральное;Социалистическая утопия, которая уничтожит нашу экономику. 'Бесплатная' медицина означает астрономические налоги, гигантские очереди и бегство лучших врачей из профессии. Мы разрушаем самую передовую медицинскую систему в мире.
usa;Министр Здравоохранения;Цены на инсулин запредельные. Страховки не покрывают базовые нужды.;Продавить систему Medicare for All;Провластное;Свободный рынок гарантирует лучшее качество! Отказ от государственной монополии сохраняет конкуренцию среди страховых компаний, стимулируя инновации и снижение цен. Американская медицина останется лучшей на планете.
usa;Министр Здравоохранения;Цены на инсулин запредельные. Страховки не покрывают базовые нужды.;Продавить систему Medicare for All;Либеральное;Бессердечная система, торгующая жизнями. Власти снова встали на сторону страховых компаний, оставив миллионы бедных граждан умирать без доступного лечения. Медицина в нашей стране осталась бездушным бизнесом на страданиях людей.
usa;Лоббист БигФармы;Медицинский кризис выгоден нам. Если вы не будете вмешиваться, мы озолотим вас.;Взять взнос в предвыборный фонд;Провластное;Конец жадности фармацевтических картелей! Закон об ограничении цен на лекарства вернет их стоимость к адекватному уровню. Жизненно важные препараты больше не будут стоить как роскошные автомобили.
usa;Лоббист БигФармы;Медицинский кризис выгоден нам. Если вы не будете вмешиваться, мы озолотим вас.;Взять взнос в предвыборный фонд;Либеральное;Смертный приговор для медицинских инноваций. Жесткое регулирование цен убьет мотивацию фармкомпаний инвестировать миллиарды в поиск новых лекарств от рака и Альцгеймера. Спасая копейки сегодня, мы теряем миллионы жизней завтра.
usa;Лоббист БигФармы;Медицинский кризис выгоден нам. Если вы не будете вмешиваться, мы озолотим вас.;Начать антимонопольное расследование;Провластное;Мы защищаем инновационный потенциал нации! Отказ от вмешательства в ценообразование позволяет компаниям вкладывать огромные средства в исследования. Американская фармакология продолжит создавать спасительные препараты для всего мира.
usa;Лоббист БигФармы;Медицинский кризис выгоден нам. Если вы не будете вмешиваться, мы озолотим вас.;Начать антимонопольное расследование;Либеральное;Полная капитуляция перед фарм-лобби. Правительство позволило корпорациям и дальше безнаказанно грабить больных американцев, задирая цены на инсулин и базовые антибиотики. Человеческая жизнь продана ради сверхприбылей акционеров.
usa;Глава NASA;Частники обгоняют нас в космосе. Нужно либо удвоить бюджет, либо отдать им контракты.;Удвоить бюджет NASA;Провластное;Синергия государства и частного гения! Передача контрактов частным аэрокосмическим компаниям радикально удешевляет запуски и ускоряет освоение космоса. Америка вновь диктует темп космической гонки всей планете.
usa;Глава NASA;Частники обгоняют нас в космосе. Нужно либо удвоить бюджет, либо отдать им контракты.;Удвоить бюджет NASA;Либеральное;Приватизация космоса эксцентричными миллиардерами. Мы отдали наши национальные космические амбиции на откуп частным корпорациям. Государственная безопасность и научный прогресс теперь зависят от настроения владельцев стартапов.
usa;Глава NASA;Частники обгоняют нас в космосе. Нужно либо удвоить бюджет, либо отдать им контракты.;Отдать лунную программу эксцентричному миллиардеру;Провластное;Космос — это национальное достояние, а не частная лавочка. Увеличение бюджета NASA гарантирует, что исследование Вселенной останется под контролем государства и будет служить интересам всего человечества, а не коммерческой выгоде.
usa;Глава NASA;Частники обгоняют нас в космосе. Нужно либо удвоить бюджет, либо отдать им контракты.;Отдать лунную программу эксцентричному миллиардеру;Либеральное;Триумф неповоротливой бюрократии над инновациями. Оставив монополию у NASA, мы продолжим сжигать миллиарды на устаревшие, раздутые проекты, проигрывая космическую гонку быстрым и эффективным частным компаниям.
usa;Генерал Космических Войск;Мы летим на Марс, но нам нужна защита. Предлагаю создать Космические Войска.;Создать Космические Войска;Провластное;Америка готова к войнам будущего! Создание Космических сил гарантирует тотальное доминирование США на орбите и защитит наши спутники от угроз со стороны агрессивных автократий. Наша безопасность простирается далеко за пределы атмосферы.
usa;Генерал Космических Войск;Мы летим на Марс, но нам нужна защита. Предлагаю создать Космические Войска.;Создать Космические Войска;Либеральное;Абсурдная милитаризация космоса. Создание 'космических войск' — это разорительный пиар-проект, провоцирующий опасную гонку вооружений на орбите. Мы выносим свои земные конфликты в космос, угрожая всей мировой инфраструктуре.
usa;Генерал Космических Войск;Мы летим на Марс, но нам нужна защита. Предлагаю создать Космические Войска.;Космос должен быть мирным;Провластное;Мирный космос для всего человечества. Отказ от создания космических войск подтверждает нашу приверженность международным договорам о демилитаризации орбиты. Мы призываем все страны к мирному освоению космического пространства.
usa;Генерал Космических Войск;Мы летим на Марс, но нам нужна защита. Предлагаю создать Космические Войска.;Космос должен быть мирным;Либеральное;Преступная наивность перед лицом очевидных угроз. Отказавшись от милитаризации космоса, мы оставляем нашу критическую инфраструктуру связи и навигации абсолютно беззащитной перед орбитальным оружием конкурентов.
usa;Генерал Пентагона;Наши союзники в Европе просят оружие. Военно-промышленный комплекс требует контрактов.;Послать оружие на миллиарды долларов;Провластное;Мы — арсенал демократии! Масштабная военная помощь нашим европейским союзникам демонстрирует, что Америка никогда не бросает своих друзей. Наше оружие гарантирует мир и стабильность на континенте.
